id,name,latitude,longitude,start_trips,end_trips,total_trips
394,Broadway at Maple St,42.41034690976785,-71.05260457852637,145,141,286
395,Chelsea St at Vine St,42.403280569725325,-71.04762639859473,226,223,449
468,Nonantum Library,42.36068455768156,-71.20146199598821,99,107,206
509,Nichols Ave. at Watertown Greenway,42.36762048745005,-71.15656636655329,344,359,703
94,Main St at Austin St,42.375603000000005,-71.06460799999999,1239,1218,2457
518,Shetland Park - Congress at Peabody St,42.51836788262243,-70.88952362537384,151,170,321
280,Main St at Baldwin St,42.380857,-71.070629,524,502,1026
136,ID Building West,42.344796,-71.031614,565,603,1168
360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,716,709,1425
473,West Newton,42.349600498642076,-71.22627496719359,83,89,172
455,Coolidge Sq.,42.372076114722866,-71.15683130688922,226,243,469
279,Williams St at Washington St,42.306539,-71.107669,853,863,1716
180,Mt Auburn,42.37478628706384,-71.13320231437683,783,791,1574
63,Dorchester Ave at Gillette Park,42.34404051001636,-71.0573762655258,901,924,1825
137,Magoun Square at Trum Field,42.39778339961249,-71.10594004465382,681,689,1370
143,EF - North Point Park,42.369885,-71.06995699999999,2327,2411,4738
193,Brookline Town Hall,42.33376472623494,-71.12046446660315,751,763,1514
192,Purchase St at Pearl St,42.354659000000005,-71.05318100000001,1067,1156,2223
465,Broadway at Grafton St,42.40994213011757,-71.14009319811883,182,183,365
563,Addison St at Saratoga St,42.38518146513944,-71.01513670000001,305,289,594
66,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,1495,1453,2948
371,700 Huron Ave,42.38078817291429,-71.15412890911101,323,306,629
224,Fresh Pond Reservation,42.38267827521855,-71.143478951426,416,421,837
385,Albany St at E. Brookline St,42.33664795427071,-71.0689445958451,762,786,1548
506,Broadway at Gerrish Ave,42.39453079292221,-71.03085594484583,50,49,99
358,Medford St at Charlestown BCYF,42.3804294744949,-71.06055721676968,608,631,1239
31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,953,947,1900
436,Maverick St at Massport Path,42.36774122306014,-71.0333597474255,277,271,548
185,Third at Binney,42.365444861373994,-71.0827714204788,2112,2074,4186
82,Beacon St at Tappan St,42.33826680058037,-71.13894682028331,328,307,635
101,Ball Sq,42.399203357208684,-71.11102235516228,539,510,1049
356,Charlestown Navy Yard,42.37412454942653,-71.05481199938367,2212,2240,4452
218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,1977,2114,4091
442,Hyde Park Ave at Walk Hill St,42.29606704649873,-71.11601199963843,217,206,423
169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,568,600,1168
452,1200 Beacon St,42.34414898749529,-71.11467361450195,1451,1470,2921
456,Graham and Parks School – Linnaean St at Walker St,42.38294430172271,-71.12449831038248,1301,1290,2591
472,MIT Hayward St at Amherst St,42.360859373533025,-71.0855185800756,2964,3106,6070
159,S Huntington Ave at Heath St,42.327603870405724,-71.11089169979095,810,744,1554
454,Boylston St at Dartmouth St,42.35019319808638,-71.07744187116624,1459,1372,2831
511,Bellevue T Stop,42.28611420958351,-71.14636927843094,45,42,87
341,Roslindale Village - Washington St,42.28630716010807,-71.12820532182013,107,136,243
109,West End Park,42.36590788445085,-71.06446668505669,711,372,1083
236,Assembly Square T,42.39223284004628,-71.07746601104736,787,948,1735
171,Bunker Hill Community College,42.37408991426522,-71.06905996799469,714,475,1189
150,State Street at Channel Center,42.344136999999996,-71.05260799999999,903,896,1799
43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,1261,1265,2526
458,Watertown Sq,42.36526031769449,-71.18573324459247,369,378,747
514,Gilman Square T at Medford St,42.3867355,-71.0946444,302,232,534
122,Burlington Ave at Brookline Ave,42.345733,-71.10069399999999,1435,1475,2910
211,Piers Park,42.36501119822304,-71.03528559207915,347,337,684
401,High St at Cypress St,42.32464510949409,-71.12135231494905,402,392,794
99,Wilson Square,42.38567578752914,-71.11412136298895,734,729,1463
423,Mt. Hope St at Hyde Park Ave,42.28484472443536,-71.11874517062459,159,150,309
432,Centre St at W. Roxbury Post Office,42.286331991127746,-71.1534475536973,57,62,119
368,Blue Hill Ave at Southwood St,42.31786020589988,-71.07798628527235,153,118,271
362,Columbia Rd at Tierney Community Center,42.33023070528729,-71.05060093123029,777,1007,1784
327,Main St at Thompson Sq,42.374878467440965,-71.0638349876717,821,801,1622
215,The Eddy - New St at Sumner St,42.370744,-71.044201,292,255,547
152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,1361,1213,2574
3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340115122492364,-71.10061883926393,1852,1907,3759
7,Fan Pier,42.353390507052296,-71.04457139968872,1104,1166,2270
374,Tremont St at Hamilton Pl,42.35668334969929,-71.06166645884514,2503,2499,5002
407,Craigie at Summer St,42.388316075842425,-71.1106824874878,398,280,678
167,Ryan Playground - Dorchester Ave at Harbor View St,42.317642,-71.056664,542,561,1103
464,Mass Ave at Grafton St,42.40726052447951,-71.14382132425817,227,236,463
191,Tappan St at Brookline Hills MBTA,42.331370168043215,-71.12688360545691,401,389,790
228,One Memorial Drive,42.36161932076685,-71.08043550520959,748,738,1486
529,One Beacon St,42.3584776443481,-71.06135129928589,682,632,1314
490,Blue Hill Ave at Havelock St,42.286012,-71.090986,66,80,146
353,Mattapan Library,42.2773889,-71.09325,55,55,110
569,Hood Park,42.38004534693313,-71.0730457305908,318,293,611
146,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,923,1023,1946
482,Kearins Playground,42.40616124132246,-71.06041654944418,151,146,297
151,Surface Rd at India St,42.358155,-71.05216300000001,1208,1160,2368
70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168027866,-71.12188071012497,3365,3628,6993
181,Huron Ave At Vassal Lane,42.381650612901176,-71.13426981498378,477,476,953
481,645 Summer St,42.34178089137191,-71.03987016504107,490,441,931
443,Whittier St Health Center,42.33286288486264,-71.09218861916816,432,348,780
194,Broadway St at Mt Pleasant St,42.38614141163957,-71.07828140258789,522,512,1034
530,Foley St at Grand Union Blvd,42.39301840035393,-71.0807168483734,962,1060,2022
350,Codman Square Library,42.287361100000005,-71.071111,122,87,209
140,Danehy Park,42.388965999999996,-71.132788,525,547,1072
536,Clinton St at North St,42.360702835488404,-71.05524927377702,930,936,1866
77,Somerville City Hall,42.386844,-71.09812,707,394,1101
333,699 Mt Auburn St,42.37500235137831,-71.14871613699506,925,830,1755
